,Food in Sources,Food at Home,Min Distance,Best Distance,Number of Ants
0,255,0.0,0.0,281.02668912400475,100
1,255,0.0,0.0,281.02668912400475,100
2,255,0.0,0.0,281.02668912400475,100
3,255,0.0,0.0,281.02668912400475,100
4,255,0.0,0.0,281.02668912400475,100
5,255,0.0,0.0,281.02668912400475,100
6,255,0.0,0.0,281.02668912400475,100
7,255,0.0,0.0,281.02668912400475,100
8,255,0.0,0.0,281.02668912400475,100
9,255,0.0,0.0,281.02668912400475,100
10,255,0.0,0.0,281.02668912400475,100
11,255,0.0,0.0,281.02668912400475,100
12,255,0.0,0.0,281.02668912400475,100
13,255,0.0,0.0,281.02668912400475,100
14,255,0.0,0.0,281.02668912400475,100
15,255,0.0,0.0,281.02668912400475,100
16,255,0.0,0.0,281.02668912400475,100
17,255,0.0,0.0,281.02668912400475,100
18,255,0.0,0.0,281.02668912400475,100
19,255,0.0,0.0,281.02668912400475,100
20,255,0.0,0.0,281.02668912400475,100
21,255,0.0,0.0,281.02668912400475,100
22,255,0.0,0.0,281.02668912400475,100
23,255,0.0,0.0,281.02668912400475,100
24,255,0.0,0.0,281.02668912400475,100
25,255,0.0,0.0,281.02668912400475,100
26,255,0.0,0.0,281.02668912400475,100
27,255,0.0,0.0,281.02668912400475,100
28,255,0.0,0.0,281.02668912400475,100
29,255,0.0,0.0,281.02668912400475,100
30,255,0.0,0.0,281.02668912400475,100
31,255,0.0,0.0,281.02668912400475,100
32,255,0.0,0.0,281.02668912400475,100
33,255,0.0,0.0,281.02668912400475,100
34,255,0.0,0.0,281.02668912400475,100
35,255,0.0,0.0,281.02668912400475,100
36,255,0.0,0.0,281.02668912400475,100
37,255,0.0,0.0,281.02668912400475,100
38,255,0.0,0.0,281.02668912400475,100
39,255,0.0,0.0,281.02668912400475,100
40,255,0.0,0.0,281.02668912400475,100
41,255,0.0,0.0,281.02668912400475,100
42,255,0.0,0.0,281.02668912400475,100
43,255,0.0,0.0,281.02668912400475,100
44,255,0.0,0.0,281.02668912400475,100
45,255,0.0,0.0,281.02668912400475,100
46,255,0.0,0.0,281.02668912400475,100
47,255,0.0,0.0,281.02668912400475,100
48,255,0.0,0.0,281.02668912400475,100
49,255,0.0,0.0,281.02668912400475,100
50,255,0.0,0.0,281.02668912400475,100
51,255,0.0,0.0,281.02668912400475,100
52,255,0.0,0.0,281.02668912400475,100
53,255,0.0,0.0,281.02668912400475,100
54,255,0.0,0.0,281.02668912400475,100
55,255,0.0,0.0,281.02668912400475,100
56,255,0.0,0.0,281.02668912400475,100
57,255,0.0,0.0,281.02668912400475,100
58,255,0.0,0.0,281.02668912400475,100
59,255,0.0,0.0,281.02668912400475,100
60,255,0.0,0.0,281.02668912400475,100
61,255,0.0,0.0,281.02668912400475,100
62,255,0.0,0.0,281.02668912400475,100
63,255,0.0,0.0,281.02668912400475,100
64,255,0.0,0.0,281.02668912400475,100
65,255,0.0,0.0,281.02668912400475,100
66,255,0.0,0.0,281.02668912400475,100
67,255,0.0,0.0,281.02668912400475,100
68,255,0.0,0.0,281.02668912400475,100
69,255,0.0,0.0,281.02668912400475,100
70,255,0.0,0.0,281.02668912400475,100
71,255,0.0,0.0,281.02668912400475,100
72,255,0.0,0.0,281.02668912400475,100
73,255,0.0,0.0,281.02668912400475,100
74,255,0.0,0.0,281.02668912400475,100
75,255,0.0,0.0,281.02668912400475,100
76,254,0.0,0.0,281.02668912400475,100
77,254,0.0,0.0,281.02668912400475,100
78,254,0.0,0.0,281.02668912400475,100
79,254,0.0,0.0,281.02668912400475,100
80,254,0.0,0.0,281.02668912400475,100
81,254,0.0,0.0,281.02668912400475,100
82,254,0.0,0.0,281.02668912400475,100
83,254,0.0,0.0,281.02668912400475,100
84,254,0.0,0.0,281.02668912400475,100
85,253,0.0,0.0,281.02668912400475,100
86,253,0.0,0.0,281.02668912400475,100
87,252,0.0,0.0,281.02668912400475,100
88,252,0.0,0.0,281.02668912400475,100
89,252,0.0,0.0,281.02668912400475,100
90,252,0.0,0.0,281.02668912400475,100
91,252,0.0,0.0,281.02668912400475,100
92,252,0.0,0.0,281.02668912400475,100
93,251,0.0,0.0,281.02668912400475,100
94,251,0.0,0.0,281.02668912400475,100
95,251,0.0,0.0,281.02668912400475,100
96,251,0.0,0.0,281.02668912400475,100
97,251,0.0,0.0,281.02668912400475,100
98,251,0.0,0.0,281.02668912400475,100
99,251,0.0,0.0,281.02668912400475,100
100,251,0.0,0.0,281.02668912400475,100
101,251,0.0,0.0,281.02668912400475,100
102,251,0.0,0.0,281.02668912400475,100
103,251,0.0,0.0,281.02668912400475,100
104,250,0.0,0.0,281.02668912400475,100
105,250,0.0,0.0,281.02668912400475,100
106,249,0.0,0.0,281.02668912400475,100
107,249,0.0,0.0,281.02668912400475,100
108,249,0.0,0.0,281.02668912400475,100
109,249,0.0,0.0,281.02668912400475,100
110,249,0.0,0.0,281.02668912400475,100
111,249,0.0,0.0,281.02668912400475,100
