,Food in Sources,Food at Home,Min Distance,Best Distance,Number of Ants
0,250,0.0,0.0,637.1938480556761,50
1,250,0.0,0.0,637.1938480556761,50
2,250,0.0,0.0,637.1938480556761,50
3,250,0.0,0.0,637.1938480556761,50
4,250,0.0,0.0,637.1938480556761,50
5,250,0.0,0.0,637.1938480556761,50
6,250,0.0,0.0,637.1938480556761,50
7,250,0.0,0.0,637.1938480556761,50
8,250,0.0,0.0,637.1938480556761,50
9,250,0.0,0.0,637.1938480556761,50
10,250,0.0,0.0,637.1938480556761,50
11,250,0.0,0.0,637.1938480556761,50
12,250,0.0,0.0,637.1938480556761,50
13,250,0.0,0.0,637.1938480556761,50
14,250,0.0,0.0,637.1938480556761,50
15,250,0.0,0.0,637.1938480556761,50
16,250,0.0,0.0,637.1938480556761,50
17,250,0.0,0.0,637.1938480556761,50
18,250,0.0,0.0,637.1938480556761,50
19,250,0.0,0.0,637.1938480556761,50
20,250,0.0,0.0,637.1938480556761,50
21,250,0.0,0.0,637.1938480556761,50
22,250,0.0,0.0,637.1938480556761,50
23,250,0.0,0.0,637.1938480556761,50
24,250,0.0,0.0,637.1938480556761,50
25,250,0.0,0.0,637.1938480556761,50
26,250,0.0,0.0,637.1938480556761,50
27,250,0.0,0.0,637.1938480556761,50
28,250,0.0,0.0,637.1938480556761,50
29,250,0.0,0.0,637.1938480556761,50
30,250,0.0,0.0,637.1938480556761,50
31,250,0.0,0.0,637.1938480556761,50
32,250,0.0,0.0,637.1938480556761,50
33,250,0.0,0.0,637.1938480556761,50
34,250,0.0,0.0,637.1938480556761,50
35,250,0.0,0.0,637.1938480556761,50
36,250,0.0,0.0,637.1938480556761,50
37,250,0.0,0.0,637.1938480556761,50
38,250,0.0,0.0,637.1938480556761,50
39,250,0.0,0.0,637.1938480556761,50
40,250,0.0,0.0,637.1938480556761,50
41,250,0.0,0.0,637.1938480556761,50
42,250,0.0,0.0,637.1938480556761,50
43,250,0.0,0.0,637.1938480556761,50
44,250,0.0,0.0,637.1938480556761,50
45,250,0.0,0.0,637.1938480556761,50
46,250,0.0,0.0,637.1938480556761,50
47,250,0.0,0.0,637.1938480556761,50
48,250,0.0,0.0,637.1938480556761,50
49,250,0.0,0.0,637.1938480556761,50
50,250,0.0,0.0,637.1938480556761,50
51,250,0.0,0.0,637.1938480556761,50
52,250,0.0,0.0,637.1938480556761,50
53,250,0.0,0.0,637.1938480556761,50
54,250,0.0,0.0,637.1938480556761,50
55,250,0.0,0.0,637.1938480556761,50
56,250,0.0,0.0,637.1938480556761,50
57,250,0.0,0.0,637.1938480556761,50
58,250,0.0,0.0,637.1938480556761,50
59,250,0.0,0.0,637.1938480556761,50
60,250,0.0,0.0,637.1938480556761,50
61,250,0.0,0.0,637.1938480556761,50
62,250,0.0,0.0,637.1938480556761,50
63,250,0.0,0.0,637.1938480556761,50
64,250,0.0,0.0,637.1938480556761,50
65,250,0.0,0.0,637.1938480556761,50
66,250,0.0,0.0,637.1938480556761,50
67,250,0.0,0.0,637.1938480556761,50
68,250,0.0,0.0,637.1938480556761,50
69,250,0.0,0.0,637.1938480556761,50
70,250,0.0,0.0,637.1938480556761,50
71,250,0.0,0.0,637.1938480556761,50
72,250,0.0,0.0,637.1938480556761,50
73,250,0.0,0.0,637.1938480556761,50
74,250,0.0,0.0,637.1938480556761,50
75,250,0.0,0.0,637.1938480556761,50
76,250,0.0,0.0,637.1938480556761,50
77,250,0.0,0.0,637.1938480556761,50
78,250,0.0,0.0,637.1938480556761,50
79,250,0.0,0.0,637.1938480556761,50
80,250,0.0,0.0,637.1938480556761,50
81,250,0.0,0.0,637.1938480556761,50
82,250,0.0,0.0,637.1938480556761,50
83,250,0.0,0.0,637.1938480556761,50
84,250,0.0,0.0,637.1938480556761,50
85,250,0.0,0.0,637.1938480556761,50
86,250,0.0,0.0,637.1938480556761,50
87,250,0.0,0.0,637.1938480556761,50
88,250,0.0,0.0,637.1938480556761,50
89,250,0.0,0.0,637.1938480556761,50
90,250,0.0,0.0,637.1938480556761,50
91,250,0.0,0.0,637.1938480556761,50
92,250,0.0,0.0,637.1938480556761,50
93,250,0.0,0.0,637.1938480556761,50
94,250,0.0,0.0,637.1938480556761,50
95,250,0.0,0.0,637.1938480556761,50
96,250,0.0,0.0,637.1938480556761,50
97,250,0.0,0.0,637.1938480556761,50
98,250,0.0,0.0,637.1938480556761,50
99,250,0.0,0.0,637.1938480556761,50
100,250,0.0,0.0,637.1938480556761,50
101,250,0.0,0.0,637.1938480556761,50
102,250,0.0,0.0,637.1938480556761,50
103,250,0.0,0.0,637.1938480556761,50
104,250,0.0,0.0,637.1938480556761,50
105,250,0.0,0.0,637.1938480556761,50
106,250,0.0,0.0,637.1938480556761,50
107,250,0.0,0.0,637.1938480556761,50
108,250,0.0,0.0,637.1938480556761,50
109,250,0.0,0.0,637.1938480556761,50
110,250,0.0,0.0,637.1938480556761,50
111,250,0.0,0.0,637.1938480556761,50
112,250,0.0,0.0,637.1938480556761,50
113,250,0.0,0.0,637.1938480556761,50
114,250,0.0,0.0,637.1938480556761,50
115,250,0.0,0.0,637.1938480556761,50
116,250,0.0,0.0,637.1938480556761,50
117,250,0.0,0.0,637.1938480556761,50
118,250,0.0,0.0,637.1938480556761,50
119,250,0.0,0.0,637.1938480556761,50
