,Food in Sources,Food at Home,Min Distance,Best Distance,Number of Ants
0,250,0.0,0.0,631.7721108121187,100
1,250,0.0,0.0,631.7721108121187,100
2,250,0.0,0.0,631.7721108121187,100
3,250,0.0,0.0,631.7721108121187,100
4,250,0.0,0.0,631.7721108121187,100
5,250,0.0,0.0,631.7721108121187,100
6,250,0.0,0.0,631.7721108121187,100
7,250,0.0,0.0,631.7721108121187,100
8,250,0.0,0.0,631.7721108121187,100
9,250,0.0,0.0,631.7721108121187,100
10,250,0.0,0.0,631.7721108121187,100
11,250,0.0,0.0,631.7721108121187,100
12,250,0.0,0.0,631.7721108121187,100
13,250,0.0,0.0,631.7721108121187,100
14,250,0.0,0.0,631.7721108121187,100
15,250,0.0,0.0,631.7721108121187,100
16,250,0.0,0.0,631.7721108121187,100
17,250,0.0,0.0,631.7721108121187,100
18,250,0.0,0.0,631.7721108121187,100
19,250,0.0,0.0,631.7721108121187,100
20,250,0.0,0.0,631.7721108121187,100
21,250,0.0,0.0,631.7721108121187,100
22,250,0.0,0.0,631.7721108121187,100
23,250,0.0,0.0,631.7721108121187,100
24,250,0.0,0.0,631.7721108121187,100
25,250,0.0,0.0,631.7721108121187,100
26,250,0.0,0.0,631.7721108121187,100
27,250,0.0,0.0,631.7721108121187,100
28,250,0.0,0.0,631.7721108121187,100
29,250,0.0,0.0,631.7721108121187,100
30,250,0.0,0.0,631.7721108121187,100
31,250,0.0,0.0,631.7721108121187,100
32,250,0.0,0.0,631.7721108121187,100
33,250,0.0,0.0,631.7721108121187,100
34,250,0.0,0.0,631.7721108121187,100
35,250,0.0,0.0,631.7721108121187,100
36,250,0.0,0.0,631.7721108121187,100
37,250,0.0,0.0,631.7721108121187,100
38,250,0.0,0.0,631.7721108121187,100
39,250,0.0,0.0,631.7721108121187,100
40,250,0.0,0.0,631.7721108121187,100
41,250,0.0,0.0,631.7721108121187,100
42,250,0.0,0.0,631.7721108121187,100
43,250,0.0,0.0,631.7721108121187,100
44,250,0.0,0.0,631.7721108121187,100
45,250,0.0,0.0,631.7721108121187,100
46,250,0.0,0.0,631.7721108121187,100
47,250,0.0,0.0,631.7721108121187,100
48,250,0.0,0.0,631.7721108121187,100
49,250,0.0,0.0,631.7721108121187,100
50,250,0.0,0.0,631.7721108121187,100
51,250,0.0,0.0,631.7721108121187,100
52,250,0.0,0.0,631.7721108121187,100
53,250,0.0,0.0,631.7721108121187,100
54,250,0.0,0.0,631.7721108121187,100
55,250,0.0,0.0,631.7721108121187,100
56,250,0.0,0.0,631.7721108121187,100
57,250,0.0,0.0,631.7721108121187,100
58,250,0.0,0.0,631.7721108121187,100
59,250,0.0,0.0,631.7721108121187,100
60,250,0.0,0.0,631.7721108121187,100
61,250,0.0,0.0,631.7721108121187,100
62,250,0.0,0.0,631.7721108121187,100
63,250,0.0,0.0,631.7721108121187,100
64,250,0.0,0.0,631.7721108121187,100
65,250,0.0,0.0,631.7721108121187,100
66,250,0.0,0.0,631.7721108121187,100
67,250,0.0,0.0,631.7721108121187,100
68,250,0.0,0.0,631.7721108121187,100
69,250,0.0,0.0,631.7721108121187,100
70,250,0.0,0.0,631.7721108121187,100
71,250,0.0,0.0,631.7721108121187,100
72,250,0.0,0.0,631.7721108121187,100
73,250,0.0,0.0,631.7721108121187,100
74,250,0.0,0.0,631.7721108121187,100
75,250,0.0,0.0,631.7721108121187,100
76,250,0.0,0.0,631.7721108121187,100
77,250,0.0,0.0,631.7721108121187,100
78,250,0.0,0.0,631.7721108121187,100
79,250,0.0,0.0,631.7721108121187,100
80,250,0.0,0.0,631.7721108121187,100
81,250,0.0,0.0,631.7721108121187,100
82,250,0.0,0.0,631.7721108121187,100
83,250,0.0,0.0,631.7721108121187,100
84,250,0.0,0.0,631.7721108121187,100
85,250,0.0,0.0,631.7721108121187,100
86,250,0.0,0.0,631.7721108121187,100
87,250,0.0,0.0,631.7721108121187,100
88,250,0.0,0.0,631.7721108121187,100
89,250,0.0,0.0,631.7721108121187,100
90,250,0.0,0.0,631.7721108121187,100
91,250,0.0,0.0,631.7721108121187,100
92,250,0.0,0.0,631.7721108121187,100
93,250,0.0,0.0,631.7721108121187,100
94,250,0.0,0.0,631.7721108121187,100
95,250,0.0,0.0,631.7721108121187,100
96,250,0.0,0.0,631.7721108121187,100
97,250,0.0,0.0,631.7721108121187,100
98,250,0.0,0.0,631.7721108121187,100
99,250,0.0,0.0,631.7721108121187,100
100,250,0.0,0.0,631.7721108121187,100
101,250,0.0,0.0,631.7721108121187,100
102,250,0.0,0.0,631.7721108121187,100
103,250,0.0,0.0,631.7721108121187,100
104,250,0.0,0.0,631.7721108121187,100
105,250,0.0,0.0,631.7721108121187,100
106,250,0.0,0.0,631.7721108121187,100
107,250,0.0,0.0,631.7721108121187,100
108,250,0.0,0.0,631.7721108121187,100
109,250,0.0,0.0,631.7721108121187,100
110,250,0.0,0.0,631.7721108121187,100
111,250,0.0,0.0,631.7721108121187,100
112,250,0.0,0.0,631.7721108121187,100
113,250,0.0,0.0,631.7721108121187,100
114,250,0.0,0.0,631.7721108121187,100
115,250,0.0,0.0,631.7721108121187,100
116,250,0.0,0.0,631.7721108121187,100
117,250,0.0,0.0,631.7721108121187,100
118,250,0.0,0.0,631.7721108121187,100
119,250,0.0,0.0,631.7721108121187,100
120,250,0.0,0.0,631.7721108121187,100
121,250,0.0,0.0,631.7721108121187,100
122,250,0.0,0.0,631.7721108121187,100
123,250,0.0,0.0,631.7721108121187,100
124,250,0.0,0.0,631.7721108121187,100
125,250,0.0,0.0,631.7721108121187,100
126,250,0.0,0.0,631.7721108121187,100
127,250,0.0,0.0,631.7721108121187,100
128,250,0.0,0.0,631.7721108121187,100
129,250,0.0,0.0,631.7721108121187,100
130,250,0.0,0.0,631.7721108121187,100
131,250,0.0,0.0,631.7721108121187,100
132,250,0.0,0.0,631.7721108121187,100
133,250,0.0,0.0,631.7721108121187,100
134,250,0.0,0.0,631.7721108121187,100
135,250,0.0,0.0,631.7721108121187,100
136,250,0.0,0.0,631.7721108121187,100
137,250,0.0,0.0,631.7721108121187,100
138,250,0.0,0.0,631.7721108121187,100
139,250,0.0,0.0,631.7721108121187,100
140,250,0.0,0.0,631.7721108121187,100
141,250,0.0,0.0,631.7721108121187,100
142,250,0.0,0.0,631.7721108121187,100
143,250,0.0,0.0,631.7721108121187,100
144,250,0.0,0.0,631.7721108121187,100
145,250,0.0,0.0,631.7721108121187,100
146,250,0.0,0.0,631.7721108121187,100
147,250,0.0,0.0,631.7721108121187,100
148,250,0.0,0.0,631.7721108121187,100
149,250,0.0,0.0,631.7721108121187,100
150,250,0.0,0.0,631.7721108121187,100
151,250,0.0,0.0,631.7721108121187,100
152,250,0.0,0.0,631.7721108121187,100
153,250,0.0,0.0,631.7721108121187,100
154,250,0.0,0.0,631.7721108121187,100
155,250,0.0,0.0,631.7721108121187,100
156,250,0.0,0.0,631.7721108121187,100
157,250,0.0,0.0,631.7721108121187,100
158,250,0.0,0.0,631.7721108121187,100
159,250,0.0,0.0,631.7721108121187,100
160,250,0.0,0.0,631.7721108121187,100
161,250,0.0,0.0,631.7721108121187,100
162,250,0.0,0.0,631.7721108121187,100
163,250,0.0,0.0,631.7721108121187,100
164,250,0.0,0.0,631.7721108121187,100
165,250,0.0,0.0,631.7721108121187,100
166,250,0.0,0.0,631.7721108121187,100
167,250,0.0,0.0,631.7721108121187,100
168,250,0.0,0.0,631.7721108121187,100
169,250,0.0,0.0,631.7721108121187,100
170,250,0.0,0.0,631.7721108121187,100
171,250,0.0,0.0,631.7721108121187,100
172,250,0.0,0.0,631.7721108121187,100
173,250,0.0,0.0,631.7721108121187,100
174,250,0.0,0.0,631.7721108121187,100
175,250,0.0,0.0,631.7721108121187,100
176,250,0.0,0.0,631.7721108121187,100
177,250,0.0,0.0,631.7721108121187,100
178,250,0.0,0.0,631.7721108121187,100
179,250,0.0,0.0,631.7721108121187,100
180,250,0.0,0.0,631.7721108121187,100
181,250,0.0,0.0,631.7721108121187,100
182,250,0.0,0.0,631.7721108121187,100
183,250,0.0,0.0,631.7721108121187,100
184,250,0.0,0.0,631.7721108121187,100
185,250,0.0,0.0,631.7721108121187,100
186,249,0.0,0.0,631.7721108121187,100
187,249,0.0,0.0,631.7721108121187,100
188,249,0.0,0.0,631.7721108121187,100
189,249,0.0,0.0,631.7721108121187,100
190,249,0.0,0.0,631.7721108121187,100
191,249,0.0,0.0,631.7721108121187,100
192,249,0.0,0.0,631.7721108121187,100
193,249,0.0,0.0,631.7721108121187,100
194,249,0.0,0.0,631.7721108121187,100
195,249,0.0,0.0,631.7721108121187,100
196,249,0.0,0.0,631.7721108121187,100
197,249,0.0,0.0,631.7721108121187,100
198,249,0.0,0.0,631.7721108121187,100
199,249,0.0,0.0,631.7721108121187,100
200,249,0.0,0.0,631.7721108121187,100
201,249,0.0,0.0,631.7721108121187,100
202,249,0.0,0.0,631.7721108121187,100
203,249,0.0,0.0,631.7721108121187,100
204,249,0.0,0.0,631.7721108121187,100
205,249,0.0,0.0,631.7721108121187,100
206,249,0.0,0.0,631.7721108121187,100
207,249,0.0,0.0,631.7721108121187,100
208,249,0.0,0.0,631.7721108121187,100
209,249,0.0,0.0,631.7721108121187,100
210,249,0.0,0.0,631.7721108121187,100
211,249,0.0,0.0,631.7721108121187,100
212,249,0.0,0.0,631.7721108121187,100
213,249,0.0,0.0,631.7721108121187,100
214,249,0.0,0.0,631.7721108121187,100
215,249,0.0,0.0,631.7721108121187,100
216,249,0.0,0.0,631.7721108121187,100
217,249,0.0,0.0,631.7721108121187,100
218,249,0.0,0.0,631.7721108121187,100
219,249,0.0,0.0,631.7721108121187,100
220,249,0.0,0.0,631.7721108121187,100
221,249,0.0,0.0,631.7721108121187,100
222,249,0.0,0.0,631.7721108121187,100
223,248,0.0,0.0,631.7721108121187,100
224,248,0.0,0.0,631.7721108121187,100
225,248,0.0,0.0,631.7721108121187,100
226,248,0.0,0.0,631.7721108121187,100
227,248,0.0,0.0,631.7721108121187,100
228,248,0.0,0.0,631.7721108121187,100
229,248,0.0,0.0,631.7721108121187,100
230,248,0.0,0.0,631.7721108121187,100
231,248,0.0,0.0,631.7721108121187,100
232,248,0.0,0.0,631.7721108121187,100
233,248,0.0,0.0,631.7721108121187,100
234,248,0.0,0.0,631.7721108121187,100
235,248,0.0,0.0,631.7721108121187,100
236,248,0.0,0.0,631.7721108121187,100
237,248,0.0,0.0,631.7721108121187,100
238,248,0.0,0.0,631.7721108121187,100
239,248,0.0,0.0,631.7721108121187,100
240,248,0.0,0.0,631.7721108121187,100
241,248,0.0,0.0,631.7721108121187,100
242,248,0.0,0.0,631.7721108121187,100
243,248,0.0,0.0,631.7721108121187,100
244,248,0.0,0.0,631.7721108121187,100
245,248,0.0,0.0,631.7721108121187,100
246,248,0.0,0.0,631.7721108121187,100
247,248,0.0,0.0,631.7721108121187,100
248,248,0.0,0.0,631.7721108121187,100
249,248,0.0,0.0,631.7721108121187,100
250,248,0.0,0.0,631.7721108121187,100
251,248,0.0,0.0,631.7721108121187,100
252,248,0.0,0.0,631.7721108121187,100
